company,seasonality_mode,changepoint_prior_scale,seasonality_prior_scale,reg_lag,train_rmse,train_mae,test_rmse,test_mae,n225_coef,params
シーラホールディングス,additive,0.05,15.0,6,0.10041458527685994,0.06979340489963941,0.12007562796469605,0.08838326210761667,-0.002003458729018785,"{'seasonality_mode': 'additive', 'changepoint_prior_scale': 0.05, 'seasonality_prior_scale': 15.0}"
シーラホールディングス,additive,0.2,5.0,6,0.09905138934565352,0.06848298597350483,0.11550759251690802,0.08747849876598944,-0.0024283016060436856,"{'seasonality_mode': 'additive', 'changepoint_prior_scale': 0.2, 'seasonality_prior_scale': 5.0}"
シーラホールディングス,additive,0.2,15.0,6,0.0990367119433748,0.06840809950504799,0.11521281442117316,0.08693878918331284,-0.0023634921514316468,"{'seasonality_mode': 'additive', 'changepoint_prior_scale': 0.2, 'seasonality_prior_scale': 15.0}"
シーラホールディングス,multiplicative,0.05,5.0,6,0.09947882090148977,0.07090105150225874,0.11465290240507289,0.07856458921264714,0.5192422613719263,"{'seasonality_mode': 'multiplicative', 'changepoint_prior_scale': 0.05, 'seasonality_prior_scale': 5.0}"
シーラホールディングス,multiplicative,0.05,15.0,6,0.09933160324869653,0.07056198573699968,0.11430509890338639,0.0775068701743049,0.5431901359443053,"{'seasonality_mode': 'multiplicative', 'changepoint_prior_scale': 0.05, 'seasonality_prior_scale': 15.0}"
シーラホールディングス,multiplicative,0.2,5.0,6,0.09894285724737802,0.06941187450723303,0.11463912349714775,0.07769279826092158,0.3901926405452628,"{'seasonality_mode': 'multiplicative', 'changepoint_prior_scale': 0.2, 'seasonality_prior_scale': 5.0}"
シーラホールディングス,multiplicative,0.2,15.0,6,0.0982196160842179,0.06977399914307389,0.11393110508047917,0.07716913281759082,0.7229396036730631,"{'seasonality_mode': 'multiplicative', 'changepoint_prior_scale': 0.2, 'seasonality_prior_scale': 15.0}"
日本エスコン,additive,0.05,5.0,6,0.6254821774589762,0.2014057440784605,0.07560055868859651,0.06323896308366184,0.002181564449124292,"{'seasonality_mode': 'additive', 'changepoint_prior_scale': 0.05, 'seasonality_prior_scale': 5.0}"
日本エスコン,additive,0.05,15.0,6,0.6254828855277274,0.20140164263149476,0.07560684327072097,0.06325686878374799,0.0021785670718617173,"{'seasonality_mode': 'additive', 'changepoint_prior_scale': 0.05, 'seasonality_prior_scale': 15.0}"
日本エスコン,additive,0.2,5.0,6,0.6176315554586077,0.20340110877481962,0.143925457429366,0.10646217732878356,0.0005203602835729265,"{'seasonality_mode': 'additive', 'changepoint_prior_scale': 0.2, 'seasonality_prior_scale': 5.0}"
日本エスコン,additive,0.2,15.0,6,0.6174333643141391,0.20485504301240834,0.15075346984862673,0.11065110991293692,0.00031424039684013766,"{'seasonality_mode': 'additive', 'changepoint_prior_scale': 0.2, 'seasonality_prior_scale': 15.0}"
日本エスコン,multiplicative,0.05,5.0,6,0.6289221825723189,0.19051681024177095,0.041581150134824454,0.03705816082102091,-1.9699565401597942e-05,"{'seasonality_mode': 'multiplicative', 'changepoint_prior_scale': 0.05, 'seasonality_prior_scale': 5.0}"
日本エスコン,multiplicative,0.05,15.0,6,0.628921825840414,0.19051283964488996,0.04154661618621749,0.037016297851478086,-1.9681361263462694e-05,"{'seasonality_mode': 'multiplicative', 'changepoint_prior_scale': 0.05, 'seasonality_prior_scale': 15.0}"
日本エスコン,multiplicative,0.2,5.0,6,0.27070941600978427,0.14486237887208378,0.04846746336015199,0.03737766755191019,1.6258801649692003,"{'seasonality_mode': 'multiplicative', 'changepoint_prior_scale': 0.2, 'seasonality_prior_scale': 5.0}"
日本エスコン,multiplicative,0.2,15.0,6,0.27108143463615153,0.14506418886227873,0.048254999233794615,0.03729243225222529,1.3865275114362139,"{'seasonality_mode': 'multiplicative', 'changepoint_prior_scale': 0.2, 'seasonality_prior_scale': 15.0}"
